Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
369,9240,2639,1260
370,9335,2666,1272
371,9468,2704,1291
372,9552,2728,1302
373,9590,2739,1308
374,9666,2760,1318
375,9640,2753,1314
376,9594,2740,1308
377,9588,2738,1307
378,9612,2745,1310
379,9624,2749,1312
380,10133,2894,1382
381,9966,2846,1358
382,9241,2639,1260
383,8240,2353,1123
384,7373,2105,1005
385,6779,1936,924
386,6465,1846,881
387,6283,1794,857
388,6237,1781,850
389,6399,1828,873
390,7020,2005,957
391,8288,2367,1130
392,9036,2580,1232
393,9330,2665,1272
394,9512,2716,1297
395,9710,2773,1323
396,9832,2808,1341
397,9865,2817,1345
398,9921,2834,1353
399,9892,2825,1348
400,9842,2811,1342
401,9817,2804,1338
402,9815,2803,1338
403,9778,2793,1333
404,10245,2925,1397
405,10070,2876,1373
406,9360,2673,1276
407,8382,2394,1142
408,7475,2134,1019
409,6924,1978,944
410,6561,1873,894
411,6379,1822,869
412,6315,1803,861
413,6456,1843,880
414,7061,2017,963
415,8316,2375,1134
416,9067,2590,1236
417,9369,2675,1277
418,9601,2742,1309
419,9838,2810,1341
420,9967,2846,1359
421,10001,2856,1363
422,10114,2889,1379
423,10112,2888,1378
424,10096,2883,1377
425,10079,2879,1374
426,10039,2867,1368
427,9934,2837,1354
428,10363,2960,1413
429,10219,2919,1393
430,9523,2720,1298
431,8513,2431,1161
432,7619,2176,1039
433,7042,2011,960
434,6684,1908,911
435,6461,1845,881
436,6390,1825,871
437,6527,1863,889
438,7096,2027,967
439,8282,2365,1129
440,9039,2582,1232
441,9336,2666,1272
442,9530,2722,1299
443,9699,2770,1322
444,9746,2783,1328
445,9669,2761,1318
446,9692,2768,1321
447,9603,2743,1309
448,9488,2710,1293
449,9425,2691,1285
450,9321,2662,1271
451,9137,2610,1246
452,9519,2719,1298
453,9343,2669,1274
454,8803,2514,1200
455,8073,2305,1100
456,7301,2085,995
457,6716,1918,915
458,6351,1813,866
459,6143,1754,838
460,6033,1723,823
461,6043,1726,823
462,6246,1783,851
463,6660,1902,908
464,7157,2044,975
465,7838,2239,1069
466,8325,2378,1135
467,8539,2439,1164
468,8579,2450,1170
469,8483,2423,1156
470,8313,2374,1133
471,8175,2334,1115
472,8109,2316,1106
473,8166,2332,1113
474,8373,2391,1141
475,8583,2451,1170
476,8925,2549,1216
477,8761,2502,1195
478,8313,2374,1133
479,7709,2202,1051
480,7087,2023,966
481,6571,1877,896
482,6231,1779,849
483,6059,1730,826
484,5975,1706,814
485,5989,1711,817
486,6126,1749,835
487,6447,1841,878
488,6881,1965,938
489,7568,2161,1031
490,8160,2330,1112
491,8530,2436,1163
492,8748,2498,1192
493,8822,2519,1202
494,8734,2494,1191
495,8636,2466,1177
496,8569,2447,1168
497,8690,2482,1185
498,8933,2551,1218
499,9135,2609,1246
500,9515,2717,1298
501,9322,2662,1271
502,8673,2477,1182
503,7890,2254,1075
504,7164,2046,977
505,6626,1893,903
506,6392,1825,871
507,6286,1795,857
508,6264,1789,853
509,6445,1840,878
510,7127,2035,971
511,8305,2372,1132
512,9197,2626,1254
513,9568,2733,1304
514,9755,2786,1330
515,9891,2825,1348
516,9947,2841,1356
517,9884,2823,1348
518,9840,2810,1342
519,9705,2771,1323
520,9597,2740,1308
521,9638,2753,1314
522,9752,2785,1329
523,9732,2780,1327
524,9838,2810,1341
525,9811,2802,1338
526,9119,2604,1243
527,8183,2337,1116
528,7329,2093,999
529,6780,1936,924
530,6519,1862,888
531,6377,1821,869
532,6350,1813,866
533,6542,1868,892
534,7181,2051,979
535,8243,2354,1124
536,9045,2583,1233
537,9303,2657,1268
538,9450,2699,1288
539,9554,2729,1302
540,9546,2726,1302
541,9473,2705,1292
542,9439,2695,1287
543,9335,2666,1272
544,9235,2638,1259
545,9250,2642,1261
546,9308,2658,1269
547,9325,2663,1272
548,9589,2739,1308
549,9834,2809,1341
550,9223,2634,1257
551,8266,2360,1127
552,7403,2114,1010
553,6846,1955,934
554,6563,1874,894
555,6434,1838,877
556,6396,1827,872
557,6607,1887,901
558,7258,2073,989
559,8321,2376,1135
560,9055,2586,1235
561,9248,2641,1261
562,9365,2675,1277
563,9445,2697,1288
564,9476,2706,1292
565,9431,2693,1286
566,9411,2688,1283
567,9284,2651,1266
568,9200,2627,1254
569,9217,2632,1257
570,9275,2649,1265
571,9314,2659,1270
572,9529,2721,1299
573,9704,2771,1322
574,9135,2609,1246
575,8240,2354,1123
576,7404,2114,1010
577,6841,1953,933
578,6546,1869,893
579,6427,1835,876
580,6427,1835,876
581,6632,1894,904
582,7306,2087,996
583,8374,2392,1141
584,9114,2603,1242
585,9313,2659,1270
586,9396,2684,1281
587,9470,2704,1291
588,9511,2716,1297
589,9475,2706,1292
590,9481,2708,1292
591,9380,2679,1279
592,9301,2656,1268
593,9388,2681,1280
594,9586,2738,1307
595,9647,2755,1315
596,9786,2795,1334
597,9784,2794,1334
598,9146,2612,1247
599,8222,2348,1120
600,7374,2106,1005
601,6808,1944,928
602,6500,1856,886
603,6337,1810,863
604,6299,1798,858
605,6456,1843,880
606,7064,2018,963
607,8119,2319,1106
608,8944,2555,1219
609,9257,2644,1262
610,9407,2687,1282
611,9502,2714,1296
612,9483,2708,1292
613,9385,2680,1279
614,9325,2663,1272
615,9177,2621,1251
616,9030,2579,1231
617,8992,2568,1226
618,8973,2563,1223
619,8944,2555,1219
620,9191,2625,1253
621,9489,2710,1293
622,9078,2593,1237
623,8354,2386,1139
624,7594,2169,1035
625,7027,2007,958
626,6707,1915,914
627,6558,1873,894
628,6503,1857,886
629,6590,1883,899
630,6823,1948,930
631,7156,2044,975
632,7814,2232,1065
633,8360,2388,1140
634,8647,2469,1179
635,8695,2483,1186
636,8627,2464,1176
637,8476,2420,1156
638,8298,2369,1131
639,8138,2324,1110
640,8042,2297,1096
641,8087,2309,1102
642,8203,2343,1118
643,8278,2364,1129
644,8497,2427,1158
645,8824,2520,1203
646,8473,2419,1155
647,7862,2245,1072
648,7216,2061,984
649,6678,1908,910
650,6379,1822,869
651,6231,1779,849
652,6183,1766,843
653,6226,1778,848
654,6358,1816,867
655,6566,1875,895
656,7057,2015,962
657,7611,2174,1037
658,8009,2287,1092
659,8176,2335,1115
660,8248,2355,1125
661,8210,2344,1119
662,8101,2314,1105
663,7983,2280,1088
664,7964,2274,1085
665,8083,2309,1102
666,8309,2373,1133
667,8451,2414,1152
668,8721,2491,1189
669,9116,2604,1242
670,8590,2453,1171
671,7786,2224,1061
672,7052,2014,961
673,7198,2056,981
674,6820,1948,929
675,6632,1894,904
676,6575,1878,896
677,6721,1920,916
678,7203,2058,982
679,8348,2384,1138
680,9379,2679,1278
681,9934,2837,1354
682,10322,2948,1407
683,10623,3034,1449
684,10809,3087,1474
685,10911,3116,1488
686,11010,3145,1501
687,11011,3146,1501
688,11018,3147,1502
689,11030,3150,1504
690,10934,3123,1490
691,10633,3037,1449
692,10388,2967,1416
693,10438,2981,1423
694,10048,2870,1370
695,9000,2570,1227
696,7991,2282,1090
697,7338,2096,1000
698,6938,1982,946
699,6751,1928,920
700,6676,1907,910
701,6840,1953,933
702,7300,2085,995
703,8454,2414,1152
704,9469,2704,1291
705,10006,2858,1364
706,10341,2954,1410
707,10626,3035,1449
708,10780,3079,1469
709,10849,3099,1479
710,10977,3135,1496
711,10950,3127,1493
712,10892,3111,1484
713,10868,3104,1482
714,10767,3075,1468
715,10550,3013,1439
716,10414,2974,1419
717,10478,2992,1428
718,10018,2861,1366
719,9029,2579,1231
720,8087,2309,1102
721,7458,2130,1017
722,7101,2028,968
723,6908,1973,942
724,6846,1955,934
725,6982,1994,952
726,7519,2148,1025
727,8623,2463,1176
728,9656,2758,1317
729,10143,2897,1383
730,10421,2976,1421
731,10636,3037,1450
732,10732,3065,1463
733,10718,3061,1461
734,10740,3067,1464
735,10659,3044,1453
736,10578,3021,1442
737,10599,3027,1445
738,10591,3025,1444
739,10430,2979,1422
740,10270,2933,1400
741,10290,2939,1403
742,9974,2849,1360
743,9019,2576,1230
744,8058,2301,1099
745,7392,2111,1008
746,7004,2000,954
747,6762,1931,922
748,6687,1910,912
749,6814,1946,929
750,7291,2082,994
751,8384,2394,1143
752,9394,2683,1281
753,9918,2833,1353
754,10222,2920,1393
755,10468,2990,1427
756,10574,3020,1442
757,10612,3030,1447
758,10694,3055,1458
759,10721,3062,1462
760,10732,3065,1463
761,10747,3070,1465
762,10667,3046,1454
763,10417,2975,1420
764,10180,2907,1388
765,10206,2915,1391
766,9991,2854,1363
767,9018,2575,1230
768,8021,2291,1094
769,7319,2090,998
770,6879,1965,938
771,6647,1898,906
772,6563,1874,894
773,6672,1906,909
774,7054,2014,962
775,8116,2318,1106
776,9143,2611,1247
777,9767,2790,1332
778,10176,2906,1388
779,10484,2994,1429
780,10631,3036,1449
781,10675,3049,1455
782,10762,3074,1467
783,10762,3074,1467
784,10736,3066,1464
785,10711,3059,1460
786,10555,3015,1439
787,10228,2921,1394
788,9917,2833,1352
789,9863,2817,1345
790,9680,2765,1320
791,8855,2529,1207
792,7943,2269,1083
793,7231,2065,985
794,6801,1943,927
795,6561,1873,894
796,6427,1835,876
797,6395,1826,872
798,6403,1828,873
799,6845,1955,933
800,7613,2174,1038
801,8435,2409,1150
802,8994,2569,1226
803,9294,2655,1267
804,9403,2685,1282
805,9401,2685,1282
806,9316,2661,1270
807,9239,2639,1259
808,9219,2633,1257
809,9248,2641,1261
810,9270,2648,1264
811,9157,2615,1248
812,8985,2566,1225
813,9051,2585,1234
814,8952,2557,1221
815,8316,2375,1134
816,7540,2154,1028
817,6932,1980,945
818,6550,1871,893
819,6322,1806,862
820,6188,1768,843
821,6161,1759,840
822,6112,1745,833
823,6346,1813,865
824,6917,1976,943
825,7644,2183,1042
826,8199,2342,1118
827,8539,2439,1164
828,8734,2494,1191
829,8816,2518,1202
830,8771,2505,1196
831,8744,2497,1192
832,8771,2505,1196
833,8874,2535,1210
834,8982,2565,1225
835,8959,2559,1222
836,8888,2539,1212
837,9068,2590,1236
838,8955,2558,1221
839,8181,2337,1116
840,7353,2100,1002
841,9095,2598,1240
842,8478,2421,1156
843,8088,2310,1102
844,7868,2248,1073
845,7891,2254,1075
846,8175,2335,1115
847,9100,2600,1241
848,10217,2918,1393
849,10992,3140,1499
850,11610,3316,1583
851,12102,3456,1650
852,12431,3551,1695
853,12669,3618,1727
854,12924,3691,1762
855,13076,3734,1782
856,13168,3761,1795
857,13252,3785,1807
858,13203,3771,1800
859,12840,3667,1751
860,12348,3526,1684
861,12081,3451,1647
862,11651,3327,1589
863,10510,3001,1433
864,9347,2670,1274
865,8501,2428,1159
866,7970,2276,1086
867,7631,2179,1040
868,7474,2134,1019
869,7520,2148,1025
870,7802,2229,1064
871,8732,2494,1191
872,9842,2810,1342
873,10628,3035,1449
874,11238,3210,1532
875,11769,3361,1605
876,12123,3462,1653
877,12376,3535,1687
878,12678,3621,1728
879,12913,3688,1761
880,13087,3737,1784
881,13199,3770,1800
882,13138,3752,1792
883,12816,3660,1747
884,12346,3526,1683
885,12145,3469,1656
886,11809,3372,1610
887,10701,3056,1459
888,9574,2735,1305
889,8744,2497,1192
890,8218,2347,1120
891,7898,2256,1077
892,7751,2214,1057
893,7813,2232,1065
894,8142,2325,1110
895,9078,2593,1237
896,10220,2919,1393
897,11085,3166,1511
898,11766,3361,1604
899,12371,3533,1686
900,12858,3672,1753
901,13188,3767,1798
902,13460,3844,1835
903,13601,3885,1854
904,13700,3913,1868
905,13818,3947,1884
906,13788,3937,1880
907,13449,3841,1833
908,12938,3695,1764
909,12688,3624,1730
910,12330,3521,1681
911,11198,3198,1527
912,10008,2859,1364
913,9141,2610,1247
914,8576,2449,1169
915,8198,2341,1117
916,8001,2285,1090
917,8042,2297,1096
918,8371,2391,1141
919,9362,2674,1277
920,10537,3010,1437
921,11452,3271,1561
922,12216,3489,1666
923,12969,3704,1768
924,13559,3872,1848
925,13872,3962,1892
926,14215,4060,1938
927,14448,4127,1970
928,14597,4169,1990
929,14703,4199,2004
930,14582,4165,1988
931,14172,4048,1932
932,13549,3870,1848
933,13253,3785,1807
934,12788,3652,1743
935,11597,3312,1581
936,10373,2962,1414
937,9427,2692,1285
938,8822,2519,1202
939,8450,2414,1152
940,8247,2355,1124
941,8287,2367,1130
942,8622,2462,1176
943,9550,2728,1302
944,10773,3076,1469
945,11761,3359,1604
946,12622,3605,1721
947,13390,3824,1826
948,13998,3997,1908
949,14440,4124,1969
950,14798,4227,2018
951,14926,4263,2035
952,14903,4257,2032
953,14806,4228,2019
954,14474,4134,1974
955,13881,3964,1893
956,13305,3800,1814
957,13088,3737,1784
958,12673,3619,1728
959,11619,3318,1584
960,10509,3001,1433
961,9642,2754,1314
962,9092,2597,1240
963,8730,2494,1190
964,8516,2432,1161
965,8455,2414,1152
966,8556,2444,1166
967,8908,2545,1215
968,9608,2744,1310
969,10551,3014,1439
970,11397,3255,1554
971,12026,3435,1640
972,12540,3581,1710
973,12936,3694,1763
974,13261,3787,1808
975,13576,3877,1851
976,13826,3948,1885
977,13992,3996,1908
978,14009,4001,1910
979,13742,3924,1873
980,13255,3786,1807
981,13031,3722,1777
982,12715,3631,1733
983,11760,3358,1603
984,10691,3053,1458
985,9803,2800,1337
986,9177,2621,1251
987,8748,2499,1192
988,8466,2418,1154
989,8307,2373,1132
990,8184,2337,1116
991,8417,2404,1147
992,9201,2628,1254
993,10284,2937,1402
994,11340,3239,1546
995,12274,3506,1674
996,13028,3721,1777
997,13460,3844,1835
998,13543,3867,1847
999,13550,3870,1848
1000,13570,3876,1850
1001,13596,3883,1853
1002,13588,3881,1853
1003,13368,3818,1823
1004,13176,3763,1797
1005,13220,3776,1803
1006,12743,3639,1737
1007,11746,3355,1601
1008,10712,3059,1460
1009,9966,2846,1358
1010,9488,2710,1293
1011,9182,2622,1252
1012,9021,2576,1230
1013,9083,2594,1238
1014,9497,2712,1295
1015,10491,2996,1430
1016,11808,3372,1610
1017,12831,3665,1749
1018,13653,3899,1862
1019,14376,4106,1960
1020,14958,4272,2040
1021,15407,4400,2100
1022,15793,4511,2153
1023,15875,4534,2165
1024,15907,4543,2169
1025,15877,4534,2165
1026,15759,4501,2149
1027,15392,4396,2099
1028,14909,4258,2033
1029,14720,4204,2007
1030,14135,4037,1927
1031,12785,3651,1743
1032,11449,3270,1561
1033,10503,3000,1432
1034,9889,2825,1348
1035,9493,2711,1294
1036,9245,2640,1261
1037,9268,2647,1263
1038,9643,2754,1315
1039,10684,3051,1457
1040,12036,3437,1641
1041,13120,3747,1789
1042,14080,4021,1919
1043,14910,4258,2033
1044,15478,4421,2110
1045,15870,4533,2164
1046,16225,4633,2212
1047,16448,4698,2242
1048,16617,4746,2266
1049,16717,4774,2279
1050,16579,4735,2261
1051,16199,4626,2209
1052,15701,4484,2140
1053,15416,4403,2102
1054,14854,4243,2025
1055,13581,3878,1852
1056,12317,3518,1679
1057,11428,3264,1558
1058,10876,3106,1483
1059,10527,3006,1435
1060,10316,2946,1407
1061,10305,2943,1405
1062,10666,3046,1454
1063,11610,3316,1583
1064,12998,3712,1772
1065,13972,3990,1905
1066,14756,4214,2012
1067,15564,4445,2122
1068,16180,4621,2206
1069,16567,4732,2259
1070,16579,4735,2261
1071,16191,4624,2207
1072,15434,4408,2105
1073,14862,4244,2026
1074,14616,4174,1993
1075,14244,4068,1942
1076,13888,3967,1893
1077,13782,3937,1879
1078,13334,3808,1818
1079,12202,3485,1664
1080,11020,3147,1503
1081,10113,2888,1378
1082,9460,2702,1290
1083,9045,2583,1233
1084,8791,2511,1198
1085,8777,2506,1196
1086,9086,2595,1239
1087,9840,2810,1342
1088,10757,3072,1467
1089,11290,3225,1540
1090,11661,3331,1590
1091,12023,3434,1639
1092,12273,3506,1673
1093,12425,3549,1694
1094,12644,3611,1724
1095,12722,3633,1735
1096,12820,3661,1748
1097,12921,3690,1762
1098,12885,3680,1757
1099,12514,3574,1707
1100,12068,3446,1645
1101,11994,3426,1635
1102,11578,3306,1579
1103,10569,3018,1441
1104,9506,2715,1296
1105,8709,2488,1187
1106,8246,2355,1124
1107,7952,2271,1084
1108,7819,2233,1066
1109,7898,2256,1077
1110,8298,2369,1131
1111,9095,2598,1240
1112,10038,2867,1368
1113,10658,3044,1453
1114,10981,3136,1497
1115,11194,3197,1526
1116,11231,3207,1531
1117,11176,3192,1524
1118,11164,3189,1522
1119,11055,3157,1507
1120,10895,3111,1485
1121,10808,3086,1474
1122,10694,3054,1458
1123,10434,2980,1423
1124,10219,2919,1393
1125,10306,2944,1405
1126,10050,2870,1370
1127,9270,2648,1264
1128,8395,2398,1145
1129,7709,2202,1051
1130,7263,2074,990
1131,6990,1996,953
1132,6839,1953,933
1133,6817,1947,929
1134,6868,1962,936
1135,7216,2061,984
1136,7939,2268,1082
1137,8804,2514,1200
1138,9461,2702,1290
1139,9878,2821,1347
1140,10121,2890,1380
1141,10244,2925,1397
1142,10305,2943,1405
1143,10361,2960,1413
1144,10448,2984,1424
1145,10582,3022,1443
1146,10647,3040,1452
1147,10513,3002,1434
1148,10187,2910,1389
1149,10152,2900,1384
1150,9931,2836,1354
1151,9213,2631,1256
1152,8419,2404,1147
1153,7742,2211,1055
1154,7307,2087,996
1155,7033,2008,959
1156,6863,1960,935
1157,6795,1941,926
1158,6728,1922,917
1159,6934,1980,945
1160,7554,2158,1030
1161,8403,2400,1146
1162,9173,2620,1251
1163,9807,2800,1337
1164,10319,2947,1407
1165,10683,3051,1456
1166,10892,3111,1485
1167,11086,3166,1511
1168,11282,3222,1538
1169,11542,3296,1574
1170,11705,3343,1595
1171,11579,3307,1579
1172,11269,3219,1536
1173,11276,3221,1537
1174,10993,3140,1499
1175,10136,2895,1382
1176,9204,2629,1255
1177,7551,2156,1030
1178,7196,2055,981
1179,6987,1995,953
1180,6915,1975,943
1181,7055,2015,962
1182,7532,2151,1027
1183,8326,2378,1135
1184,9238,2639,1259
1185,9968,2847,1359
1186,10584,3023,1443
1187,11101,3170,1514
1188,11465,3274,1563
1189,11684,3337,1593
1190,11845,3383,1615
1191,11878,3392,1620
1192,11856,3386,1616
1193,11874,3391,1619
1194,11835,3380,1614
1195,11522,3291,1571
1196,11361,3245,1549
1197,11462,3273,1563
1198,10755,3071,1466
1199,9727,2778,1326
1200,8750,2499,1193
1201,8051,2299,1098
1202,7659,2188,1044
1203,7406,2115,1010
1204,7306,2086,996
1205,7445,2126,1014
1206,7989,2282,1089
1207,8862,2531,1208
1208,9775,2792,1332
1209,10469,2990,1428
1210,11051,3156,1507
1211,11567,3303,1577
1212,11911,3401,1624
1213,12144,3468,1656
1214,12378,3536,1688
1215,12505,3571,1705
1216,12545,3583,1711
1217,12547,3583,1711
1218,12342,3525,1683
1219,11929,3406,1626
1220,11695,3340,1595
1221,11749,3356,1602
1222,11022,3148,1503
1223,9937,2838,1355
1224,8909,2545,1215
1225,8173,2334,1114
1226,7720,2204,1052
1227,7431,2122,1013
1228,7280,2079,993
1229,7365,2103,1004
1230,7847,2241,1070
1231,8598,2455,1172
1232,9591,2740,1308
1233,10349,2955,1411
1234,10998,3141,1499
1235,11566,3303,1577
1236,11972,3419,1632
1237,12218,3490,1666
1238,12483,3565,1701
1239,12644,3612,1724
1240,12688,3624,1730
1241,12716,3631,1734
1242,12561,3587,1712
1243,12173,3476,1660
1244,11900,3399,1622
1245,11963,3416,1631
1246,11249,3213,1534
1247,10154,2900,1384
1248,9124,2606,1244
1249,8372,2391,1141
1250,7903,2257,1077
1251,7589,2167,1035
1252,7467,2133,1018
1253,7548,2155,1029
1254,8066,2304,1100
1255,8853,2529,1206
1256,9886,2824,1348
1257,10738,3067,1464
1258,11425,3263,1558
1259,12013,3431,1638
