Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,SE_CCGT-H2,MIDAT_CCGT-H2,NE_CCGT-H2,SE_OCGT-H2,MIDAT_OCGT-H2,NE_OCGT-H2,SE_Large_SMR_Non_CCS,MIDAT_Large_SMR_Non_CCS,NE_Large_SMR_Non_CCS,SE_Large_SMR_wCCS_96pct,MIDAT_Large_SMR_wCCS_96pct,NE_Large_SMR_wCCS_96pct,SE_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct,NE_ATR_wCCS_94pct,SE_Solvent_DAC,MIDAT_Solvent_DAC,NE_Solvent_DAC,SE_Sorbent_DAC,MIDAT_Sorbent_DAC,NE_Sorbent_DAC,SE_BECCS_Electricity_Herb,MIDAT_BECCS_Electricity_Herb,NE_BECCS_Electricity_Herb,SE_BECCS_Electricity_Wood,MIDAT_BECCS_Electricity_Wood,NE_BECCS_Electricity_Wood,SE_BECCS_H2_Herb,MIDAT_BECCS_H2_Herb,NE_BECCS_H2_Herb,SE_BECCS_H2_Wood,MIDAT_BECCS_H2_Wood,NE_BECCS_H2_Wood
11,0.271879535,0.789970125,0.271879535,0.768778941,0.608175802,0.788474332,0.608175802,0.606437299,0.343984568,0.343984568,0.689290037,0.281608701,0.689290037,0.224811108,0.710035136,0.690374927,0.736964405,0.758647878,0.720988611,0.713669012,0.768778941,0.778339788,0.745319683,0.815862964,0.73075225,0.775300817,0.772112459,0.683950119,0.606437299,0.503007753,0.540819334,0.498023448,0.675641187,0.419946043,0.275823314,0.430922465,0.360557667,0.207063506,0.294223293,0.47601113,0.11227805,0.258239877,0.789970125,0.75148764,0.806654669,0.616418431,0.748227268,0.626323245,0.567777961,0.788474332,0.792565244,0.786991002,0.790530631,0.803787457,0.802223033,0.751556578,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
12,0.271583619,0.795672935,0.271583619,0.747481192,0.608112374,0.799083337,0.608112374,0.598345812,0.343747648,0.343747648,0.69509649,0.162268698,0.69509649,0.248306605,0.690696371,0.621858408,0.724924584,0.740741249,0.70775241,0.665030784,0.747481192,0.754320722,0.729263536,0.740983501,0.703773087,0.750088992,0.755187632,0.635943222,0.598345812,0.536706336,0.502744613,0.476126295,0.617558559,0.480667689,0.239441197,0.370377078,0.313116462,0.147850425,0.163469022,0.4768464,0.105368043,0.20824786,0.795672935,0.757255092,0.806805071,0.617061297,0.764006827,0.609306503,0.553377625,0.799083337,0.790013697,0.798046003,0.800059476,0.804525791,0.808327148,0.728648417,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
13,0.271268815,0.798914531,0.271268815,0.788082856,0.608066051,0.803803385,0.608066051,0.617002429,0.343510422,0.343510422,0.713684178,0.16718784,0.713684178,0.233252753,0.69454856,0.569271709,0.730407055,0.763502524,0.723549572,0.667879978,0.788082856,0.793253982,0.775141584,0.743336872,0.751973702,0.781695774,0.787375913,0.637274429,0.617002429,0.60462741,0.513019139,0.47884996,0.581107077,0.574551422,0.225617372,0.352793877,0.28856577,0.126082708,0.142906939,0.480362425,0.128687877,0.186771435,0.798914531,0.764556431,0.807349116,0.602899485,0.780130133,0.61547494,0.555625648,0.803803385,0.779632263,0.801888144,0.801011321,0.805931443,0.808771647,0.710907362,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
14,0.27092078,0.806223567,0.27092078,0.858897252,0.608017492,0.808206509,0.608017492,0.58721015,0.343240691,0.343240691,0.748337547,0.140431076,0.748337547,0.215719592,0.733738143,0.551175073,0.738894334,0.816296736,0.758134804,0.660001591,0.858897252,0.862194771,0.842633982,0.808104451,0.815129817,0.847468486,0.85587758,0.622844441,0.58721015,0.683443004,0.557302098,0.490532249,0.484080729,0.646801651,0.202800157,0.329282139,0.278969124,0.129981596,0.107885306,0.486549926,0.157646631,0.173667866,0.806223567,0.767719794,0.807296364,0.597721131,0.790845165,0.635587356,0.572501496,0.808206509,0.766156737,0.801719682,0.799527897,0.805704565,0.808964012,0.705469912,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
15,0.270623153,0.80707438,0.270623153,0.858018366,0.607989082,0.809047199,0.607989082,0.383270938,0.343031444,0.343031444,0.770699186,0.065043986,0.770699186,0.198013598,0.72941518,0.522265761,0.74740748,0.844326883,0.761034456,0.600472344,0.858018366,0.867461353,0.827590802,0.864108466,0.810725256,0.884523718,0.90607571,0.458064968,0.383270938,0.490007561,0.450410006,0.42645157,0.425185856,0.597945433,0.178085523,0.305110812,0.280903961,0.143435474,0.070883209,0.495192445,0.18906395,0.167130605,0.80707438,0.765397785,0.807034518,0.60403148,0.797630238,0.654942161,0.591229113,0.809047199,0.758347117,0.802382952,0.795100208,0.805316987,0.808965451,0.713088227,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
16,0.270267365,0.80767928,0.270267365,0.437115748,0.607905451,0.808797399,0.607905451,0.100558078,0.342794218,0.342794218,0.683999362,0.038454778,0.683999362,0.133757973,0.562413639,0.361569982,0.750304994,0.630159631,0.608296456,0.549935569,0.437115748,0.480080443,0.390508592,0.711743464,0.43795245,0.594622791,0.679452346,0.146236923,0.100558078,0.087911671,0.123025852,0.17260078,0.12584193,0.171233924,0.157176014,0.284260229,0.283524108,0.156808389,0.041532617,0.502552167,0.213180503,0.159826859,0.80767928,0.76072787,0.808112153,0.613216441,0.800822786,0.661770132,0.599358192,0.808797399,0.759645034,0.802252549,0.790578819,0.804801193,0.808948683,0.722035718,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
17,0.269928045,0.807513732,0.269928045,0.030311429,0.607885292,0.808919085,0.607885292,0,0.342557298,0.342557298,0.307624257,0.037222233,0.307624257,0.042208076,0.174051471,0.131921327,0.471613691,0.119393248,0.15511376,0.270251206,0.030311429,0.040502808,0.021974844,0.178666868,0.037745179,0.080802491,0.134991234,0.001831945,0,0,0,0.009338583,0,0,0.137494227,0.261034761,0.284331155,0.164416467,0.023436942,0.499726515,0.238165683,0.143584107,0.807513732,0.758872304,0.807971011,0.619263865,0.801480246,0.65971088,0.606958908,0.808919085,0.771960806,0.800665531,0.789861258,0.803493027,0.808965451,0.71956194,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
18,0.269613197,0.806933184,0.269613197,0,0.607848814,0.808924968,0.607848814,0,0.342320378,0.342320378,0.018935509,0.069942579,0.018935509,0.000452716,0.001921984,0.001822277,0.049096336,0,0,0.013236721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122555102,0.242076614,0.280310076,0.16893454,0.013329458,0.49326575,0.254368388,0.126472756,0.806933184,0.755954379,0.807831431,0.626201816,0.800749635,0.652508828,0.612299695,0.808924968,0.775931893,0.793770947,0.789585138,0.802913751,0.808820284,0.715072207,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
19,0.269308566,0.77997937,0.269308566,0,0.60777983,0.795186291,0.60777983,0,0.342078319,0.342078319,0,0.160503283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110631634,0.234623224,0.255651214,0.162778619,0.012063302,0.442331607,0.241829659,0.109318439,0.77997937,0.690203499,0.79308507,0.613171338,0.776428522,0.572566824,0.577005468,0.795186291,0.767780615,0.772213789,0.775827173,0.794834178,0.795759021,0.686641677,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
20,0.268974486,0.674389929,0.268974486,0,0.607753932,0.792050246,0.607753932,0,0.341841094,0.341841094,0,0.096850842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190551188,0.264991226,0.358354666,0.194796682,0.057241762,0.546507162,0.350691177,0.161392502,0.674389929,0.681510504,0.793025994,0.609629876,0.779841872,0.6075311,0.620088352,0.792050246,0.769267347,0.758392259,0.767196501,0.785153673,0.786345957,0.652165208,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
21,0.268635166,0.674477078,0.268635166,0,0.607696242,0.794087478,0.607696242,0,0.341604174,0.341604174,0,0.117348269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278622474,0.309101109,0.454918734,0.219111838,0.127445594,0.59098688,0.443851778,0.209725782,0.674477078,0.701583435,0.796005398,0.606294854,0.785030895,0.60393187,0.637323917,0.794087478,0.762036078,0.744178455,0.760123609,0.774778213,0.806901301,0.613184863,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
22,0.268355051,0.748152301,0.268355051,0,0.607644181,0.786507257,0.607644181,0,0.341367254,0.341367254,0,0.060184307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346445396,0.382305132,0.522702615,0.225225878,0.195559621,0.589223873,0.529472365,0.230622442,0.748152301,0.715005928,0.799806206,0.606092042,0.78572275,0.586622249,0.632984018,0.786507257,0.755349395,0.722762427,0.751320586,0.766652355,0.808611682,0.591167077,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
23,0.268015731,0.764263695,0.268015731,0,0.607595622,0.750216256,0.607595622,0,0.341157701,0.341157701,0,0.05719851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38349215,0.427293202,0.561388535,0.217650452,0.255181563,0.577332022,0.595241388,0.232229637,0.764263695,0.706522348,0.799265157,0.602911831,0.781308803,0.566108931,0.613132351,0.750216256,0.744967632,0.70638942,0.738301272,0.759456262,0.806726518,0.592485752,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
24,0.267683361,0.76295124,0.267683361,0,0.607594808,0.730556831,0.607594808,0,0.340920781,0.340920781,0,0.074179351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384532283,0.469971021,0.591943744,0.198936268,0.307923394,0.551802702,0.630899283,0.226664342,0.76295124,0.692078407,0.79841737,0.592755787,0.772146788,0.530327107,0.579859109,0.730556831,0.715109777,0.697017869,0.727428238,0.756464995,0.801652144,0.595720434,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
